MBTD1	MEAF6
MBTD1	RUVBL2
MBTD1	SCMH1
MBTD1	MRGBP
MBTD1	FOXR1
MBTD1	EP400
MBTD1	KAT5
MBTD1	MORF4L1
MBTD1	YY2
MBTD1	PLAC1
MBTD1	FOXR2
MBTD1	YY1
MBTD1	CXorf67
MBTD1	YEATS4
MBTD1	SCML2
MBTD1	MORF4L2
MBTD1	RUVBL1
MEAF6	TADA3
MEAF6	RUVBL2
MEAF6	MSL3
MEAF6	BRPF3
MEAF6	BRD8
MEAF6	KAT2B
MEAF6	MTA2
MEAF6	POLE3
MEAF6	JAZF1
MEAF6	GATAD2A
MEAF6	ACTB
MEAF6	MAP3K7
MEAF6	WDR5
MEAF6	YEATS2
MEAF6	HIST2H2AB
MEAF6	KAT8
MEAF6	JADE2
MEAF6	HIST1H2AD
MEAF6	CSRP2BP
MEAF6	ACTL6A
MEAF6	BRPF1
MEAF6	EPC1
MEAF6	MRGBP
MEAF6	MSL1
MEAF6	MSL2
MEAF6	KAT6B
MEAF6	ING4
MEAF6	HIST1H2AA
MEAF6	ING1
MEAF6	HIST3H2A
MEAF6	HDAC2
MEAF6	HIST1H2AH
MEAF6	JADE3
MEAF6	FOXR1
MEAF6	AKT2
MEAF6	KAT7
MEAF6	EP400
MEAF6	KAT2A
MEAF6	KAT5
MEAF6	CCDC101
MEAF6	ING3
MEAF6	MORF4L1
MEAF6	ING5
MEAF6	HDAC1
MEAF6	MBIP
MEAF6	DMAP1
MEAF6	DR1
MEAF6	PLAC1
MEAF6	JADE1
MEAF6	HIST2H2AC
MEAF6	CXorf67
MEAF6	YEATS4
MEAF6	KAT6A
MEAF6	CHD4
MEAF6	VPS72
MEAF6	PHF21A
MEAF6	ZC3H7B
MEAF6	HIST1H2AJ
MEAF6	ACTL6B
MEAF6	AKT1
MEAF6	HIST1H2AC
MEAF6	GATAD2B
MEAF6	RBBP4
MEAF6	BRD1
MEAF6	EPC2
MEAF6	POLE4
MEAF6	TRRAP
MEAF6	MORF4L2
MEAF6	RBBP7
MEAF6	RUVBL1
MEAF6	AKT3
MEAF6	MBD3
MEAF6	CHD3
RUVBL2	GART
RUVBL2	HIST1H4C
RUVBL2	HIST1H3F
RUVBL2	TADA3
RUVBL2	KDM6B
RUVBL2	RPAP2
RUVBL2	ACTR6
RUVBL2	AK6
RUVBL2	HIST2H4B
RUVBL2	HIST1H4I
RUVBL2	HIST1H4A
RUVBL2	EEF1G
RUVBL2	PIH1D2
RUVBL2	APPL1
RUVBL2	AGR2
RUVBL2	C17orf49
RUVBL2	MSL3
RUVBL2	KDM6A
RUVBL2	BRD8
RUVBL2	ATF2
RUVBL2	RNF2
RUVBL2	NFRKB
RUVBL2	KAT2B
RUVBL2	MYC
RUVBL2	URI1
RUVBL2	HIST1H3A
RUVBL2	EP400NL
RUVBL2	KMT2A
RUVBL2	SENP3
RUVBL2	POLE3
RUVBL2	TAF4
RUVBL2	ACTR5
RUVBL2	DPCD
RUVBL2	GAR1
RUVBL2	RPAP1
RUVBL2	TTI1
RUVBL2	ACTR8
RUVBL2	TELO2
RUVBL2	NHP2
RUVBL2	PIH1D1
RUVBL2	ENSG00000267140
RUVBL2	ACTB
RUVBL2	MAP3K7
RUVBL2	WDR5
RUVBL2	HIST1H3G
RUVBL2	HIST1H3C
RUVBL2	YEATS2
RUVBL2	HIST2H2AB
RUVBL2	PRPF31
RUVBL2	HIST1H4H
RUVBL2	KAT8
RUVBL2	H2AFZ
RUVBL2	HIST1H3E
RUVBL2	HIST2H4A
RUVBL2	HIST1H2AD
RUVBL2	CFDP1
RUVBL2	PFDN2
RUVBL2	CSRP2BP
RUVBL2	ACTL6A
RUVBL2	EPC1
RUVBL2	UPF1
RUVBL2	MRGBP
RUVBL2	MSL1
RUVBL2	TAF6
RUVBL2	MSL2
RUVBL2	UCHL5
RUVBL2	HIST1H4B
RUVBL2	LRRC6
RUVBL2	HIST1H3J
RUVBL2	HSP90AA1
RUVBL2	HIST1H2AA
RUVBL2	CCT7
RUVBL2	NOP10
RUVBL2	RBBP5
RUVBL2	RPAP3
RUVBL2	HIST3H2A
RUVBL2	NUFIP1
RUVBL2	HIST1H2AH
RUVBL2	NUDC
RUVBL2	MCRS1
RUVBL2	PHF20
RUVBL2	INO80C
RUVBL2	EP400
RUVBL2	KAT2A
RUVBL2	HIST1H4F
RUVBL2	KAT5
RUVBL2	PFDN6
RUVBL2	CCDC101
RUVBL2	CTNNB1
RUVBL2	ING3
RUVBL2	HIST4H4
RUVBL2	FBL
RUVBL2	MORF4L1
RUVBL2	E2F6
RUVBL2	HIST1H4E
RUVBL2	BANF1
RUVBL2	HDAC1
RUVBL2	DKC1
RUVBL2	HIST1H3I
RUVBL2	TTI2
RUVBL2	TAF9
RUVBL2	ILK
RUVBL2	MBIP
RUVBL2	ANP32E
RUVBL2	HIF1A
RUVBL2	STAT2
RUVBL2	LAS1L
RUVBL2	DMAP1
RUVBL2	ZNHIT6
RUVBL2	DR1
RUVBL2	TEX10
RUVBL2	YY1
RUVBL2	NOP58
RUVBL2	HIST1H4L
RUVBL2	POLR2A
RUVBL2	CHD8
RUVBL2	TCF7L2
RUVBL2	HIST2H2AC
RUVBL2	TERT
RUVBL2	WRAP53
RUVBL2	ACTG1
RUVBL2	CHTF18
RUVBL2	YEATS4
RUVBL2	HIST1H3B
RUVBL2	DNAAF2
RUVBL2	HCFC1
RUVBL2	HIST1H2BJ
RUVBL2	TAF7
RUVBL2	CUL1
RUVBL2	VPS72
RUVBL2	PELP1
RUVBL2	TAF1
RUVBL2	SRCAP
RUVBL2	KANSL1
RUVBL2	SHQ1
RUVBL2	HIST1H2AJ
RUVBL2	HIST1H4J
RUVBL2	ACTL6B
RUVBL2	PPP1CA
RUVBL2	MAX
RUVBL2	UXT
RUVBL2	HIST1H3D
RUVBL2	HIST1H2AC
RUVBL2	HIST1H2AB
RUVBL2	HIST1H2AE
RUVBL2	POLR2E
RUVBL2	INO80B
RUVBL2	INO80E
RUVBL2	GPN1
RUVBL2	INO80D
RUVBL2	INO80
RUVBL2	TFPT
RUVBL2	EPC2
