A0A024QYV7	A0A024QYV7
A0A024QYV7	EWSR1
A0A024QYV7	DDX39B
A0A024QYV7	CDC37
A0A024QYV7	ELF5
EWSR1	E2F8
EWSR1	B0S7P4
EWSR1	B1AL64
EWSR1	B7Z8L6
EWSR1	F5GWE6
EWSR1	F5H357
EWSR1	J3KPV8
EWSR1	MYO1F
EWSR1	DFFA
EWSR1	TULP2
EWSR1	WWP2
EWSR1	PDHX
EWSR1	HMGN4
EWSR1	TMSB4Y
EWSR1	POLR3A
EWSR1	PLSCR1
EWSR1	HDAC3
EWSR1	BNIP3L
EWSR1	HBP1
EWSR1	TSPAN3
EWSR1	MSC
EWSR1	NDUFB1
EWSR1	WFS1
EWSR1	SEC24D
EWSR1	TRIM37
EWSR1	PGLS
EWSR1	SEC24A
EWSR1	ECD
EWSR1	ACTL6A
EWSR1	AGT
EWSR1	CEACAM5
EWSR1	CETP
EWSR1	NPPB
EWSR1	HMGA1
EWSR1	ITGB5
EWSR1	KEL
EWSR1	ELAVL4
EWSR1	ERCC5
EWSR1	FUS
EWSR1	MATK
EWSR1	HTT
EWSR1	SLC1A1
EWSR1	MAGEA11
EWSR1	GNPDA1
EWSR1	RFX3
EWSR1	PRRC2A
EWSR1	FASN
EWSR1	NDUFV1
EWSR1	ZNF165
EWSR1	ANXA11
EWSR1	FXR2
EWSR1	ATXN3
EWSR1	ATN1
EWSR1	HSPA2
EWSR1	RAD23A
EWSR1	CMC4
EWSR1	MTCP1
EWSR1	MYL6
EWSR1	RPS15A
EWSR1	RPL31
EWSR1	SUPT4H1
EWSR1	CXADR
EWSR1	SSBP2
EWSR1	EWSR1
EWSR1	MVK
EWSR1	EP300
EWSR1	BRME1
EWSR1	TRAF2
EWSR1	TRAF1
EWSR1	TRAF3
EWSR1	SMAD4
EWSR1	Q13587
EWSR1	KRR1
EWSR1	HLTF
EWSR1	ELAVL3
EWSR1	IRF3
EWSR1	HERPUD1
EWSR1	SUZ12
EWSR1	NONO
EWSR1	PCBP1
EWSR1	SF3B4
EWSR1	SMAD1
EWSR1	VPS72
EWSR1	EZH2
EWSR1	KCNMB1
EWSR1	CPSF6
EWSR1	Q53EW4
EWSR1	Q53FP9
EWSR1	Q5JUJ3
EWSR1	Q5TZS4
EWSR1	KHDRBS2
EWSR1	TPGS2
EWSR1	BAF53A
EWSR1	CNST
EWSR1	CCDC91
EWSR1	RALYL
EWSR1	CHERP
EWSR1	SLC22A24
EWSR1	ATPAF2
EWSR1	CPSF7
EWSR1	LILRA3
EWSR1	CD177
EWSR1	SERP2
EWSR1	ZNF383
EWSR1	MAPK1IP1L
EWSR1	MNS1
EWSR1	SELI
EWSR1	PRUNE2
EWSR1	DNAJB3
EWSR1	TFG
EWSR1	BAD
EWSR1	USP7
EWSR1	RBPMS
EWSR1	FAM131C
EWSR1	RAB37
EWSR1	NSUN4
EWSR1	NTNG2
EWSR1	RNF183
EWSR1	DYNLL2
EWSR1	RMND5B
EWSR1	SCMH1
EWSR1	TONSL
EWSR1	LCOR
EWSR1	CCDC7
EWSR1	DMRTB1
EWSR1	MTMR9
EWSR1	ZNF184
EWSR1	MDFI
EWSR1	EPAS1
EWSR1	PRMT1
EWSR1	H2BC15
EWSR1	RASL11B
EWSR1	KXD1
EWSR1	RHOXF2
EWSR1	HNRNPUL1
EWSR1	Q9BV16
EWSR1	SSBP3
EWSR1	TRIM5
EWSR1	SELENOI
EWSR1	NBPF3
EWSR1	WWP1
EWSR1	BLZF1
EWSR1	CUEDC2
EWSR1	SUV39H2
EWSR1	YY1AP1
EWSR1	GPBP1L1
EWSR1	MYOZ2
EWSR1	C11ORF16
EWSR1	TRPV5
EWSR1	PRTFDC1
EWSR1	NLE1
EWSR1	ZDHHC3
EWSR1	CDK12
EWSR1	PRR13
EWSR1	EIF2AK4
EWSR1	PEF1
EWSR1	CFDP1
EWSR1	NINL
EWSR1	WDR37
EWSR1	ZBTB1
EWSR1	SALL2
EWSR1	MRPS18B
DDX39B	K7ELR1
DDX39B	DDX39A
DDX39B	SDCBP
DDX39B	PIAS2
DDX39B	TUBB4A
DDX39B	SNRPA
DDX39B	U2AF2
DDX39B	DNM2
DDX39B	RPS15A
DDX39B	UBE2I
DDX39B	RNF4
DDX39B	SARNP
DDX39B	EXOSC9
DDX39B	TUBB3
DDX39B	TDG
DDX39B	DDX39B
DDX39B	RBM39
DDX39B	DNAJC14
DDX39B	ALYREF
DDX39B	Q8N1K8
DDX39B	THOC2
DDX39B	HNRNPLL
DDX39B	HIPK2
DDX39B	STRN4
DDX39B	LUZP4
DDX39B	ZHX1
DDX39B	CHTOP
CDC37	GOLGA6L9
CDC37	SRRM4
CDC37	B3KQG4
CDC37	EL52
CDC37	AIP
CDC37	TRAF5
CDC37	PRMT5
CDC37	IFIT3
CDC37	IKBKB
CDC37	CHUK
CDC37	MUSK
CDC37	MID1
CDC37	PDPK1
CDC37	DAPK3
CDC37	SSNA1
CDC37	OGA
CDC37	LMX1B
CDC37	GAS7
CDC37	KERA
CDC37	HSF2BP
CDC37	FKBP6
CDC37	DEAF1
CDC37	JRK
CDC37	PRDM1
CDC37	PDE9A
CDC37	URI1
CDC37	RGS11
CDC37	USP19
CDC37	KLHL2
CDC37	ZNF205
CDC37	AHSA1
CDC37	KRT75
CDC37	TTC4
CDC37	GAS8
CDC37	ZBED1
CDC37	EGFR
CDC37	MOS
CDC37	A2M
CDC37	APOE
CDC37	RAF1
CDC37	ERBB2
CDC37	APP
CDC37	LCK
CDC37	FYN
CDC37	CDK1
CDC37	HSP90AA1
CDC37	YES1
CDC37	HSP90AB1
CDC37	ARAF
CDC37	CHGA
CDC37	CYP2C9
CDC37	CDK4
CDC37	GFAP
CDC37	HIVEP1
CDC37	TCF4
CDC37	FER
CDC37	NPR2
CDC37	MAK
CDC37	PAICS
CDC37	FGFR3
CDC37	PRKACB
CDC37	GRK2
CDC37	DNAJB1
CDC37	NOS3
CDC37	GCH1
CDC37	PRKAR1B
CDC37	PRDX2
CDC37	GTF2F1
CDC37	TIE1
CDC37	LONP1
CDC37	PRPH
CDC37	MAP3K8
CDC37	ELK3
CDC37	MTOR
CDC37	MATK
CDC37	ABL2
CDC37	PSEN1
CDC37	CDK9
CDC37	HNRNPM
CDC37	NUP98
CDC37	PPP5C
CDC37	LIMK2
CDC37	RAD23A
CDC37	FBXW4
CDC37	VSX2
CDC37	NLRP12
CDC37	ACTB
CDC37	RPS15A
CDC37	PSMC6
CDC37	SKP1
CDC37	ACTG1
CDC37	CTAG1A|CTAG1B
CDC37	RAE1
CDC37	POU6F2
CDC37	PRR20E
CDC37	PRR20C
CDC37	PRR20D
CDC37	PRR20B
CDC37	PRR20A
CDC37	CDK6
CDC37	CDK5
CDC37	KRT76
CDC37	MEF2B
CDC37	FKBP4
CDC37	LMNB2
CDC37	PSME1
CDC37	FOXM1
CDC37	GOLGA2
CDC37	PPID
CDC37	TRAF2
CDC37	MRPL28
CDC37	TRAF3
CDC37	PRKAA1
CDC37	MAPK7
CDC37	IFIT5
CDC37	FKBP5
CDC37	TNK1
CDC37	SQSTM1
CDC37	RIPK1
CDC37	CAMK2B
CDC37	CAMK2G
CDC37	CUL3
CDC37	CUL4A
CDC37	CUL4B
CDC37	TNFAIP1
CDC37	CDK13
CDC37	IKBKE
CDC37	DCTN1
CDC37	CTTN
CDC37	ELAVL3
CDC37	ZNF266
CDC37	ZNF235
CDC37	CRYM
CDC37	NR1I3
CDC37	TNIP1
CDC37	CDK10
CDC37	SAFB
CDC37	TOMM34
CDC37	STK11
CDC37	URF-RET
CDC37	ENOX2
CDC37	STX1A
CDC37	AMHR2
CDC37	DDR2
CDC37	IMMT
CDC37	CCDC152
CDC37	GRIPAP1
CDC37	CEP55
CDC37	Q53G71
CDC37	Q59F66
CDC37	Q59FJ7
CDC37	Q59GL9
CDC37	Q59GT1
CDC37	ZNF667
CDC37	CT45A1
CDC37	ZNF569
CDC37	C20ORF194
CDC37	MZT2B
CDC37	CAVIN1
CDC37	CC2D1A
CDC37	NFRKB
CDC37	ULK3
CDC37	BHLHB9
CDC37	KLHDC10
CDC37	SYCE2
CDC37	FBXO38
CDC37	KSR2
CDC37	MAP3K15
CDC37	USP49
CDC37	KCTD9
CDC37	CDC37L1
CDC37	CCDC91
CDC37	NECAB2
CDC37	Q86SX1
CDC37	GTF2IRD2
CDC37	MYLK4
CDC37	Q8IZH9
CDC37	FAM9B
CDC37	SYCP3
CDC37	PDIK1L
CDC37	ZNF843
CDC37	ZNF276
CDC37	ZGPAT
CDC37	TTC9C
CDC37	USHBP1
CDC37	ZNF655
CDC37	BEND7
CDC37	C12ORF76
CDC37	NECAB1
CDC37	ZNF610
CDC37	CBY2
CDC37	PPHLN1
CDC37	CEP70
CDC37	MIPOL1
CDC37	CCHCR1
CDC37	STK32A
CDC37	SYNE2
CDC37	PIBF1
CDC37	KCTD13
CDC37	DPF1
CDC37	DDX17
CDC37	UPF1
CDC37	GCDH
CDC37	GLMN
CDC37	FATE1
CDC37	ZBTB8A
CDC37	ZNF837
CDC37	STAMBPL1
CDC37	DUS3L
CDC37	AURKB
CDC37	GRAMD2B
CDC37	REEP6
CDC37	GMCL1
CDC37	LOXL4
CDC37	CCDC138
CDC37	CDK15
CDC37	ALS2
CDC37	PRAM1
CDC37	PSKH2
CDC37	TESK2
CDC37	ZNF587
CDC37	MAP3K14
CDC37	DNAJC7
CDC37	PITX2
CDC37	MDFI
CDC37	PRMT1
CDC37	ECSIT
CDC37	BTBD10
CDC37	THAP7
CDC37	WAC
CDC37	Q9BV07
CDC37	KIFC3
CDC37	NOC4L
CDC37	DPCD
CDC37	TARS2
CDC37	CARD10
CDC37	TSSK6
CDC37	NT5C1A
CDC37	PINK1
CDC37	MRPL9
CDC37	TRIM54
CDC37	WDR61
CDC37	KATNBL1
CDC37	RNF32
CDC37	WDR13
CDC37	SPTBN4
CDC37	CARD9
CDC37	BLZF1
CDC37	UNC45A
CDC37	TUBB1
CDC37	KLHL31
CDC37	SLITRK6
CDC37	TUT1
CDC37	RPAP3
CDC37	C19ORF44
CDC37	SMYD3
CDC37	ROPN1
CDC37	ZBTB20
CDC37	NCOA5
CDC37	ZBTB26
CDC37	ZNF334
CDC37	NRIP3
CDC37	DISC1
CDC37	HOMER3
CDC37	CUTC
CDC37	ZBTB40
CDC37	THAP1
CDC37	WDR70
CDC37	FAM118A
CDC37	FBXL12
CDC37	MACROH2A2
CDC37	EIF2AK4
CDC37	CGGBP1
CDC37	SEPTIN3
CDC37	CHORDC1
CDC37	FKBPL
CDC37	RABGEF1
CDC37	FBXW2
CDC37	IKZF3
CDC37	PNMA2
CDC37	PADI4
CDC37	STUB1
CDC37	MOK
CDC37	CDK11A
CDC37	CAMK2A
CDC37	NOD1
CDC37	AKT3
CDC37	LZTS1
CDC37	BTBD3
CDC37	STK38L
CDC37	AMOTL2
CDC37	LUC7L2
CDC37	EXOSC1
CDC37	SNX5
CDC37	MAD1L1
CDC37	IKBKG
ELF5	B4DDV3
ELF5	SS18L1
ELF5	ACTR2
ELF5	RPS15A
ELF5	NFE2
ELF5	SIRT6
ELF5	FRZB
ELF5	NRIP2
ELF5	UBQLN4
ELF5	GLRX2
HNRPUL1	TARDBP
HNRPUL1	ROPN1
TARDBP	A0A384ME25
TARDBP	MED19
TARDBP	MKL1
TARDBP	B0QZE7
TARDBP	J3QK90
TARDBP	EIF3F
TARDBP	WWP2
TARDBP	IGF2BP3
TARDBP	EXOC5
TARDBP	DDX3X
TARDBP	NME4
TARDBP	SOCS6
TARDBP	HNRNPDL
TARDBP	NVL
TARDBP	BIRC5
TARDBP	ZBTB24
TARDBP	HNRNPR
TARDBP	PRKN
TARDBP	SYNCRIP
TARDBP	DEAF1
TARDBP	EED
TARDBP	USP2
TARDBP	UBOX5
TARDBP	ATG7
TARDBP	MOCS3
TARDBP	STAMBP
TARDBP	LSM8
TARDBP	MYC
TARDBP	APP
TARDBP	HNRNPC
TARDBP	P09565
TARDBP	ANXA8
TARDBP	ATP6V1B1
TARDBP	DDX5
TARDBP	ATF3
TARDBP	ZBTB25
TARDBP	PTBP1
TARDBP	PSMB8
TARDBP	PSMB4
TARDBP	EPHB2
TARDBP	HNRNPH1
TARDBP	OTX1
TARDBP	FUS
TARDBP	TRIM23
TARDBP	RBMX
TARDBP	VHL
TARDBP	UBA7
TARDBP	MATR3
TARDBP	BAG6
TARDBP	CSNK1D
TARDBP	TOB1
TARDBP	MNAT1
TARDBP	ADAR
TARDBP	VSX2
TARDBP	PRPS1
TARDBP	DCAF7
TARDBP	HNRNPK
TARDBP	GNB2
TARDBP	AP2B1
TARDBP	YBX1
TARDBP	IFI35
TARDBP	RBM10
TARDBP	HNRNPU
TARDBP	EXOSC10
TARDBP	ID2
TARDBP	GABPB1
TARDBP	RBBP4
TARDBP	ARL16
TARDBP	ILF3
TARDBP	CDC16
TARDBP	MKRN3
TARDBP	TARDBP
TARDBP	CBLB
TARDBP	PSMD2
TARDBP	UBE2V1
TARDBP	CCIN
TARDBP	CBX2
TARDBP	SETDB1
TARDBP	MLC1
TARDBP	SF3B3
TARDBP	TERF2
TARDBP	ELAVL1
TARDBP	MAPK11
TARDBP	CLPP
TARDBP	FAM98C
TARDBP	LONRF2
TARDBP	CFAP100
TARDBP	KLHL22
TARDBP	KLHL26
TARDBP	BEX5
TARDBP	C6ORF141
TARDBP	DCAF8
TARDBP	DDI2
TARDBP	TASOR2
TARDBP	LGALS9C
TARDBP	IQSEC1
TARDBP	OTUD7B
TARDBP	ESRP1
TARDBP	FAM117B
TARDBP	PRPF8
TARDBP	TRIM65
TARDBP	KLHL17
TARDBP	PACS1
TARDBP	PPP1R21
TARDBP	PDZRN4
TARDBP	Q6ZQU3
TARDBP	ANKRD13D
TARDBP	DPP9
TARDBP	USP48
TARDBP	TRIM74
TARDBP	TRIM69
TARDBP	CRLF3
TARDBP	SIAH1
TARDBP	UBQLNL
TARDBP	FAM9A
TARDBP	MIER1
TARDBP	LNX2
TARDBP	RYBP
TARDBP	KLHL36
TARDBP	MPND
TARDBP	RNF10
TARDBP	KCTD17
TARDBP	METTL27
TARDBP	ZNF366
TARDBP	ZSCAN1
TARDBP	SLC44A5
TARDBP	VPS37A
TARDBP	NUP43
TARDBP	CEP70
TARDBP	SPATA22
TARDBP	LNX1
TARDBP	BAHD1
TARDBP	RBM46
TARDBP	ENKUR
TARDBP	MAGEC3
TARDBP	MGARP
TARDBP	THAP3
TARDBP	ZFAND2B
TARDBP	RNF138
TARDBP	ASB13
TARDBP	JADE3
TARDBP	DPF1
TARDBP	SYMPK
TARDBP	DDX17
TARDBP	CELF1
TARDBP	TNFRSF14
TARDBP	USP13
TARDBP	ABTB1
TARDBP	GTPBP3
TARDBP	RNF166
TARDBP	SPSB1
TARDBP	RNF183
TARDBP	ASB9
TARDBP	DNAJA3
TARDBP	ASIC4
TARDBP	OTUB1
TARDBP	RMND5B
TARDBP	SMARCD1
TARDBP	GMPPA
TARDBP	L3MBTL3
TARDBP	C8ORF48
TARDBP	KLHL32
TARDBP	KCTD15
TARDBP	SPAG8
TARDBP	WDR83
TARDBP	HNRNPUL1
TARDBP	RBCK1
TARDBP	KRTAP9-2
TARDBP	PBX4
TARDBP	LDHAL6B
TARDBP	TRIM8
TARDBP	TRIM9
TARDBP	WDR12
TARDBP	WDR61
TARDBP	MKRN2
TARDBP	BTBD1
TARDBP	XRN2
TARDBP	Q9H669
TARDBP	RMND5A
TARDBP	TRIM45
TARDBP	PATZ1
TARDBP	HES4
TARDBP	SMURF1
TARDBP	PARP11
TARDBP	RAD18
TARDBP	PCMTD2
TARDBP	KBTBD4
TARDBP	ZNF581
TARDBP	HDAC6
TARDBP	RNF14
TARDBP	KLF15
TARDBP	CDC23
TARDBP	FBXL5
TARDBP	FBXO4
TARDBP	ZHX1
TARDBP	CBLC
TARDBP	RNF112
TARDBP	NSFL1C
TARDBP	KLHL20
TARDBP	TBX22
TARDBP	MTF2
TARDBP	GPSM3
TARDBP	ASB3
TARDBP	IGF2BP2
ROPN1	SDCBP
ROPN1	SORBS3
ROPN1	TRIM3
ROPN1	TULP3
ROPN1	FAM153B
ROPN1	AKAIN1
ROPN1	ERCC3
ROPN1	AKAP5
ROPN1	PSMA1
ROPN1	CKS1B
ROPN1	LMO4
ROPN1	PRKAA1
